Company Name,Type,Traded,Traded as,ISIN,Domain,Industry,Founded,Founders,Headquarters,Number of locations,Area served,Products,Services,Revenue,Operating income,Net income,Total assets,Total equity,Key people,Number of employees,Subsidiaries,Divisions,Website
MKS Instruments,Public,Nasdaq,MKSI,US55306N1046,Software/Hardware,Semiconductors,1961,,"Andover, Massachusetts, U.S.",,Worldwide,,,,,,,,,"5,400",,,www.mksinst.com
Moderna,Public,Nasdaq,MRNA,US60770K1079,Biotechnology,Biotechnology,Sep-10,Derrick RossiTimothy A. SpringerRobert S. LangerKenneth R. ChienNoubar Afeyan,"200 Technology SquareCambridge, Massachusetts, U.S.",,,Vaccines,, US$803 million , US$ 763 million , US$ 747 million, US$7.336 billion , US$2.561 billion ,"St√©phane Bancel, CEOStephen Hoge, PresidentDavid Meline, CFONoubar Afeyan, ChairmanRobert S. Langer, DirectorPaul Sagan, Director","1,500",,,modernatx.com
Molecular Partners,Public,SIX,MOLN,,Biotechnology,Biotechnology,2004,,"Schlieren, Z√ºrich, Switzerland",,,,,,,,CHF 145.6 million ,,"William M. Burns, Chairman of the BoardDr. Patrick Amstutz, Chief Executive OfficerDr. Michael Stumpp, Chief Operating OfficerAndreas Emmenegger, Chief Financial OfficerDr. Nicolas Leupin, Chief Medical Officer",152,,,www.molecularpartners.com
Momentive (software company),Public,,,,Service,SAAS / Online survey services,1999,,"One Curiosity Way,San Mateo, CA 94403United States",,,Cloud-based experience management and survey software,,$233.5 Million,,,,,,,,,
Momo (software),Public,Nasdaq,MOMO,,Telecom,Internet,Jul-11,Tang Yan  Zhang Sichuan  Lei Xiaoliang  Yong Li  Li Zhiwei,"Beijing, China",,China,social mobile app,,,,,,,Li Wang (CEO)  Jonathan Xiaosong  Zhang (CFO),,,,immomo.com
Monday.com,Public,Nasdaq,MNDY,,Software/Hardware,"Process management, project management, productivity software, team management, low-code development platform, no-code development platform",Feb-12,Roy MannEran ZinmanEran Kampf,"Tel Aviv, Israel",,,,"Process management, project management, productivity software, team management, customer relationship management, Collaborative software",,,,,,,621,,,www.monday.com
Mondelez International,Public,Nasdaq,MDLZ,US6092071058,FMCG,Food processing,"December 10, 1923",Thomas H. McInnerney,"Chicago, Illinois, U.S.",,Worldwide,"Baby food, coffee, dairy products, breakfast cereals, confectionery, bottled water, ice cream, pet foods",, US$25.87 billion , US$3.843 billion , US$3.87 billion , US$64.55 billion , US$27.275 billion ,Dirk Van de Put (Chairman Äã †and CEO),"80,000",,,mondelezinternational.com
MoneyGram,Public,Nasdaq,MGI,,Finance/Insurance,Financial services,1940,,"Dallas, Texas, United States",,,Money transfersMoney ordersOfficial checkBill payment services,,$900 Million ,,,,,"Alex Holmes(Chairman and Chief Executive Officer)Hilary Jackson(Chief Operating Officer)Larry Angelilli(Chief Financial Officer)Robert Villasenor(General Counsel, Corporate Secretary and Chief Administrative Officer)Andy Villareal(Chief Compliance Officer)Grant Lines(Chief Revenue Officer)Anna Greenwald(Chief Readiness Officer)","2,269",,,www.moneygram.com
Monolithic Power Systems,Public,Nasdaq,MPWRS&,,Software/Hardware,Power semiconductor,1997,Michael R. Hsing,"Kirkland, Washington, U.S.",,,,, US$844.5 million , US$158.9 million , US$164.4 million, US$1.2 billion , US$966.6 million ,Michael R. Hsing (CEO),"2,600",,,monolithicpower.com
Monro Muffler Brake,Public,Nasdaq,MNROS&,,Automotive,Automobile care,1957,Charles J. August,"Rochester, New York",,Eastern and Midwestern United States,,"Retail tire sales and service, manufacturer scheduled maintenance, oil changes, brakes, wheel alignments, and automotive repairs.",US$1.2 billion ,US$126 million ,US$79.8 million,US$1.3 billion ,US$699 million ,"Robert E. Mellor, President & CEO (Interim)","8,183",,,www.monro.com
Monster Beverage,Public,Nasdaq,MNST,,FMCG,Beverage company,1935,Hubert Hansen,"Corona, California, U.S.",,,Energy drinks,, US$3.37 billion , US$1.2 billion , US$821 million, US$4.79 billion , US$3.9 billion ,Rodney Sacks  (Chairman and CEO)  Hilton Schlosberg  (President and COO),"3,666",,,monsterbevcorp.com
"Morningstar, Inc.",Public,Nasdaq,MORN,,Finance/Insurance,"Investment research, Investment management",1984,Joe Mansueto,"Chicago, Illinois, U.S.",,,,,US$ 1.4 billion , US$215.2 million , US$223.6 million,,,"Joe Mansueto, Chairman  Kunal Kapoor, CEO","7,979",,,morningstar.com
Motorsport Network,Public,Nasdaq,MSGM,,Software/Hardware,Technology,2015,,"London, England, U.K.",,Motorsport and automotive,,,,,,,,,600,,,motorsportnetwork.com
Myriad Genetics,Public,Nasdaq,MYGNS&,,Biotechnology,HealthcareMolecular DiagnosticsBiotechnologyPrecision Medicine,1991,,"Salt Lake City, Utah",,,,, $636.8 Million,,,,,"Paul J. Diaz, President and CEOMark Skolnick, Co-FounderPeter Meldrum, Co-FounderJerry Lanchbury, CSOWalter Gilbert, Director and Vice Chair","2,600",,,www.myriad.com
Myriad Genetics,Public,Nasdaq,MYGNS&,,Biotechnology,HealthcareMolecular DiagnosticsBiotechnologyPrecision Medicine,1991,,"Salt Lake City, Utah",,,,, $636.8 Million,,,,,"Paul J. Diaz, President and CEOMark Skolnick, Co-FounderPeter Meldrum, Co-FounderJerry Lanchbury, CSOWalter Gilbert, Director and Vice Chair","2,600",,,www.myriad.com
NantHealth,Public,Nasdaq,NH,,Healthcare,Healthcare,2007,Patrick Soon-Shiong,,,,,, US$95.961 million , US$57.539 million , US$62.762 million, US$266.487 million , US$323.623 million ,Patrick Soon-Shiong (CEO)Paul Holt (CFO),543,,,www.nanthealth.com
Napco Security Technologies,Public,Nasdaq,NSSC,,Manufacturing,Security Products,1969,,"Amityville, New York, United States",,Worldwide,"security products, like Alarm Lock, Continental Access, Marks USA",Security & Protection Services,$73.41 Million,,,,,"Richard L. Soloway ( Chief Executive Officer, President, Exec. Chairman, Sec.)                      Kevin S. Buchel(Chief Financial Officer, Principal Accounting Officer, Sr. VP of Operations & Fin., Treasurer and Director) (2013.12)",908,,,www.napcosecurity.com/company.html
"Nasdaq, Inc.",Public,Nasdaq,NDAQS,,Finance/Insurance,Financial services,"February 8, 1971",,"One Liberty Plaza, New York, New York, U.S.",,"United States, Europe","Stock trading, Derivatives, equity trading platforms, futures and options markets, market data, securities exchanges, financial technology and related services",,US$5.627 billion,US$ 1.489 billion ,US$ 1.031 billion ,US$ 17.97 billion ,US$ 6.43 billion ,(Chairman)Adena Friedman (CEO),"4,830","NASDAQ, OMX",,www.nasdaq.com
Nasdaq-100,,Nasdaq-100,NDX,,Finance/Insurance,Stock Market,,,,,,,,,,,,,,,,,
Natera,Public,Nasdaq,NTRA,,Biotechnology,Genetic testing,01-Jan-04,,"San Carlos, California",,,,, US$ $391 million ,,,,,Steve Chapman (CEO)          Rishi Kacker (CTO) Matthew Rabinowitz (Executive Chairman),,,,www.natera.com
Nathan's Famous,Public,Nasdaq,NATH,,Hospitality,Restaurants,1916,Nathan HandwerkerIda Handwerker,"Jericho, New York, United States",,"United States, Mexico, Costa Rica, Jamaica, Dominican Republic, Armenia, The Philippines, Turkey, Egypt, Russia, Kyrgyzstan, Kuwait, United Kingdom",Hot dogs,,,,,,,Howard M. Lorber(Executive Chairman)Eric Gatoff(Chief Executive Officer)Wayne Norbitz(President and Chief Operating Officer),,,,nathansfamous.com
National Beverage,Public,Nasdaq,FIZZS&,,FMCG,Beverages (nonalcoholic),1985,,"Fort Lauderdale, Florida, U.S.",,,Soft drinks,," US$1,014.1 million  ",, $61.20 million 8.7% profit margin,,,"Nick A. Caporella, Chairman & CEO","1,640","Big Shot Beverage Co.Everfresh Beverages, Inc.Faygo Beverages, Inc.LaCROIX Beverages, Inc.National Retail Brands, Inc.Shasta Beverages, Inc.",,nationalbeverage.com
National CineMedia,Public,Nasdaq,NCMI,,Advertising,Motion Picture Exhibition advertising,2002,,"Centennial, Colorado, United States",,,,,,,,,,Tom Lesinski (CEO),,"National CineMedia, LLC (43.7%)Fathom Events (4%)",,www.ncm.com
National Instruments,Public,Nasdaq,NATIS&,,Software/Hardware,producer of†automated test equipment†and†virtual instrumentation†software,1976,James TruchardBill NowlinJeff Kodosky,"Austin, Texas, U.S.",,,LabWindows/CVILabVIEWPXIDAQcRIOTestStandroboRIO,, US$ 1.353 billion, US$ 145.187 million , US$ 126.333 million, US$ 1.455 billion , US$ 1.117 billion ,Michael E. McGrathChairman  Eric Starkloff CEO,7552,,,www.ni.com
National Research Corporation,Public,Nasdaq,NRC,,Healthcare,Collects healthcare data,1981,,"Lincoln, Nebraska, United States",,,,,$ 92.59 Million,,,,,"Michael D. Hays (CEO and Director)Kevin R. Karas CPA (Chief Financial Officer, and Principal Accounting Officer) (Dec 31, 2012)",352,,,www.nationalresearch.com
National Western Life,Public,Nasdaq,NWLI,,Finance/Insurance,Life insuranceFinancial services,1956,,"Austin, Texas, U.S.",,,Life insuranceAnnuitiesFinancial products,,,,,,,Robert L. MoodyRoss R. Moody (CEO),"275 Home Office Employees,25,200 Domestic appointed independentagents/brokers",,,www.nationalwesternlife.com
Natural Alternatives International,Public,Nasdaq,NAII,,Manufacturing,Manufacturer of nutritional supplements,1980,Mark A. LeDoux,"San Marcos, California, USA",,,,,,,,,,,240,,,www.nai-online.com
Nature's Sunshine Products,Public,Nasdaq,NATR,,Service,multi-level marketing,1972,Gene HughesKristine Hughes,"Lehi, Utah (United States",,Worldwide,Dietary supplements,,US$ 324.705 †million ,US$ 13.872million ,US$ 13.656 million,US$ 200.520million ,,Terrence Moorehead (Chief Executive Officer)Gregory L. Probert (Chairman of The Board),901,Synergy Worldwide,,www.naturessunshine.com
Navient,Public,Nasdaq,NAVIS&,,Finance/Insurance,Financial services,"April 30, 2014",,"Wilmington, Delaware, U.S.",,,,, $5.18 billion ,,,$146.4 billion ,,"John (Jack) F. Remondi (President and CEO)John Kane (Chief Operating Officer)Joe Fisher (Chief Financial Officer)Kelly Christiano (EVP,Consumer Lending)Andy Beamon (Chief Business Development Officer)Steve Hauber (Chief Risk Officer)Mike Maier(Chief Information Officer)Patricia Christel (Chief of Staff)Jerry Maher (Senior Vice President)","6,700",,,navient.com
NBT Bank,Public,Nasdaq,NBTBS&,,Finance/Insurance,Finance,1856,,"Norwich, New York, United States",,,"Financial services, commercial banking",,US$402.66 M ,,US$78.4 M ,US$8.867 B ,US$913.3 M ,"Martin A. Dietrich, ChairmanJohn H. Watt, Jr., President & CEO","1,704",,,www.nbtbank.com
NCino,Public,Nasdaq,NCNO,,Software/Hardware,Banking Software,2012,"Pierre Naud√© (CEO)Pullen DanielNathan SnellJames ""Chip"" S. Mahan IIINeil Underwood","Wilmington, North Carolina",,,Commercial Loan OriginationRetail Loan OriginationDeposit Account OpeningPortfolio AnalyticsDigital Customer EngagementTreasury Management,, $204 Million,,,,,Pierre Naud√© (CEO)David Rudow (CFO)Josh Glover (CRO),934,,,www.ncino.com
Nektar Therapeutics,Public,Nasdaq,NKTRS&,,Biotechnology,Biopharmaceuticals,1990,,"San Francisco, California, U.S.",,,"Exubera, Movantik",,$1.13 billion,,,,,,618,,,nektar.com
Nemaura Medical,Public,NASDAQ,NMRD,,Healthcare,"Medical Device, Science and Technology",2013,Dr Faz Chowdhury,"Loughborough, United Kingdom",,,,,,,,,,,,,,
Neogen,Public,Nasdaq,NEOGS&,,Healthcare,"Healthcare, food safety, animal safety, genomics",1982,,"Lansing, Michigan, U.S.",,Worldwide,,,US$418.17 †million ,US$67.52million ,US$60.29 million,,,,"1,764","Neogen Europe, Ltd.  Neogen do Brasil  Neogen Latinoam√©rica  Neogen China  Neogen Australasia  Neogen India",Neogen Food Safety  Neogen Animal Safety  Neogen Genomics  Neogen Life Sciences  Neogen Toxicology,neogen.com
NetApp,Public,Nasdaq,NTAPS&,,Software/Hardware,Cloud ComputingStorage Device,1992,David HitzJames LauMichael Malcolm,"Sunnyvale, California, United States",,Worldwide,ServersSAN storageNAS storageNetworkingSoftware,, $5.74 billion , $933 million , $730 million, $9.36 billion , $685 million ,George Kurian (CEO)Mike Nevens (chairman of the board),"10,500",,,www.netapp.com
NetEase,Public,Nasdaq,NTES,,Telecom,Internet,Jun-97,Ding Lei,"Hangzhou, China and George Town, Cayman Islands",,,Online services,, CN • 59.24 billion , CN • 13.79 billion , CN • 21.43 billion , CN • 112.12 billion ,,Ding Lei (CEO),"18,129",Titan Studio Sakura Studio  Ouka Studio,NetEase YanXuanNetEase Cloud MusicNetEase Games (Thunder Fire)NetEase Games (Interactive Entertainment)NetEase Games (Montreal)NetEase D&R Center LabNetEase Wisdom EnterpriseYoudaoNetEase News,163.com
Netflix,OTT,NASDAQ,NFLX,,Entertainment/Gaming,"Technology & Entertainment industry, mass media","August 29, 1997",,"Los Gatos, California, U.S.",,,Streaming mediaPay televisionVideo on demand,Film productionFilm distributionTelevision productionTelevision distribution, US$25 †billion , US$4.585billion , US$2.761 billion , US$39.28billion , US$11.065billion ,,,"DVD Netflix (DVD.com)MillarworldLT-LAAlbuquerque StudiosNetflix PicturesNetflix StudiosNetflix AnimationStoryBots, Inc.Grauman's Egyptian TheatreBroke and Bones (stake)Roald Dahl Story CompanyNight School Studio",US StreamingInternational StreamingDomestic DVD,
Netgear,Public,Nasdaq,NTGRS&,,Manufacturing,Networking equipment,"January 8, 1996",,"San Jose, California, U.S.",,,RoutersDSL/Cable GatewaysSwitchesWireless Access PointsNetwork Attached StorageSurveillance IP cameras,,US$ 1.41 billion †, US$86.6 million, US$19.4 million, US$1.21 billion, US$730.5 million,Patrick Lo (Chairman & CEO)Bryan Murray (CFO),"1,008",,,netgear.com
Netlist (company),Public,OTCQB,NLST,,Software/Hardware,Tech Hardware & Semiconductors,2000,,"Irvine, California, United States of America",,Worldwide,,, US$ 47.2 †million ,, US$ 12.4 million, US$ 25.3million , US$ 0.2million ,"Hong Chun-ki (Founder, CEO and Director)Gail Sasaki (CFO and EVP)",82,,,www.netlist.com
NetScout Systems,Public,Nasdaq,NTCTS&,,Retail,provider of†application†and†network†performance management products,1984,Anil K. Singhal,"Westford, Massachusetts, U.S.",,Worldwide Install Base,,, US$ 831 million, US$ 62.06 million, US$ 33.29 million, US$ 3.60 billion, US$ 2.44 billion,"Anil K. Singhal(Chairman, President, & CEO)Jean Bua(Vice President & CFO)","2,421",,,www.netscout.com
NetSol Technologies,Public,NASDAQ,NTWK,,Software/Hardware,Software,1997,Najeeb Ghauri  Saleem Ghauri,"Calabasas, California, United States",,,Automobile leasing software,,,,,,,,,,,netsoltech.com
Newegg,Public,Nasdaq,NEGG,,Software/Hardware,ComputersComputer hardwareComputer softwareConsumer electronicsConsumer (final) goodsLogistics,2001,Fred Chang,"City of Industry, California, U.S.",,Worldwide,"Computer hardware, software, peripherals, gaming, electronics, accessories, DVDs, housewares, appliances, tools, furniture, office products and more",,US$2.7 billion ,,US$24.9 million, US$388.5 million ,,Anthony Chow (global CEO),"1,500",,,www.newegg.com 
Newell Brands,Public,Nasdaq,NWLS&,,FMCG,Consumer goods,1903,Edgar Newell,"Atlanta, Georgia, U.S.",,Worldwide,StationeryWriting implementsBaby productsFragrancesOutdoor recreationSmoke alarmsHome appliancesFood storage containers,, US$14.74 billion , US$1.052 billion, US$527.8 million, US$33.898 billion,,Patrick D. Campbell(Chairman)Ravi Saligram (CEO),"31,000",,Newell Custom Writing,newellbrands.com
Newmark Group,Public,Nasdaq,NMRK,US65158N1028,Real Estate,Real estate,1929 Formed partnership with Knight Frank in 2006,,"125 Park AvenueNew York, New York, USA",,,,"Leasing Advisory, Global Corporate Services, Investment Sales and Capital Markets, Consulting, Program and Project Management, Property and Facilities Management, Valuation and Advisory Services",,,,,,"Jeffrey Gural, Chairman Barry M. Gosin, CEO James D. Kuhn, President",,,,nmrk.com
News Corp,Public,Nasdaq,NWSA,US65249B1098US65249B2088,Media,Mass media,"June 28, 2013",Rupert Murdoch,"1211 Avenue of the Americas, New York City, United States",,Worldwide,NewspapersBooks,, US$9.008 †billion , -US$1.499billion , -US$1.545 billion , US$14.261billion , US$8.389billion ,Rupert Murdoch(Executive chairman)Lachlan Murdoch(Co-chairman)Robert James Thomson (CEO),"28,000",List of subsidiaries,,newscorp.com
Nexstar Media Group,Public,Nasdaq,NXST,,Media,Broadcast mediaTelecommunicationsMass media,"June 17, 1996",Perry A. Sook,"Irving, Texas, U.S.",,United States (Nationwide),"Television, radio, television production, Television stations",, US$4.5 billion †, US$1.375 billion, US$808.06 million, US$2.97 billion, US$284.35 million,"Perry A. Sook(Chairman, President & CEO)Thomas E. Carter(CFO)","4,527",,Nexstar BroadcastingNexstar Digital,nexstar.tv
Nexters,Public,Nasdaq,GDEV,,Entertainment/Gaming,Video game industry,2010,Andrey FadeevBoris Gertsovsky,"Limassol, Cyprus",,,,,,,,,,,500,,,www.nexters.com
NextGen Healthcare,Public,Nasdaq,NXGNS,,Healthcare,Health IT (Health Informatics),1976,Sheldon RazinPat ClineBryan Rosenberger,"Irvine, California, U.S.",,US,"electronic health records, revenue cycle management, medical billing, patient engagement and population health management",,,,,,,,"2,900",,,www.nextgen.com
NICE Ltd.,Public,TASE,NICE,,Software/Hardware,Software,1986,,"Ra'anana, Israel",,,,, $1.6 billion , $239 million , $185.9 million,,,David Kostman Äã †(chairman)Barak Eilam (president & Äã †CEO),"6,800",NICE Systems Ltd.NICE Systems Inc.NexidiaNICE Actimize Ltd.NiceVision,,nice.com
Nikola Corporation,Public,Nasdaq,NKLA,US6541101050,Automotive,Automotive,2014,Trevor Milton,"Phoenix, Arizona, U.S.",,,"Planned: Nikola Two, Nikola Tre.Cancelled: Nikola One, Nikola Badger, Nikola NZT, Nikola Reckless, Nikola WAV.",," $95,000",Euro $368 million,Euro $397 million, $1.05 billion, $980 million,"Stephen Girsky, ChairmanMark Russell, CEO",,Nikola Motor CompanyNikola Energy Company. Cancelled: Nikola Powersports.,,nikolamotor.com
Noodles & Company,Public,Nasdaq,NDLS,,Service,Fast Casual,1995,Aaron Kennedy,"Broomfield, Colorado, US",410,United StatesCanadaEuropeAsiaIndiaLatin AmericaAfrica,PastaSaladsSoupsAppetizers& Other food products,, $456.5 million, US$16.052 million , US$5.639 million, US$156.99 million , US$10.4 million ,Dave Boennighausen (CEO),"7,000",,,www.noodles.com
Nordson Corporation,Public,Nasdaq,NDSNS&,,Manufacturing,Manufactures dispensing equipment,,Walter G. Nord,"Westlake, Ohio, United States",,Global,"Precision Dispensing Equipment,Testing and Inspection Equipment, Surface Preparation and Curing Equipment",,US $2.121 billion ,,,,,"Sundaram Nagarajan, President & CEO Michael F. Hilton, Senior Advisor","7,555",,,www.nordson.com
Northern Trust,Public,Nasdaq,NTRSS,,Finance/Insurance,Financial services,1889,Byron Laflin Smith,"Chicago, Illinois, U.S.",,,"Consumer Banking, Corporate Banking, Insurance, Investment Banking, Mortgage loans, Corporate and institutional services Private Banking, Private Equity, Wealth Management, Credit Cards, Financial Analysis",, $5.96 billion ,, $1.56 billion , $170 billion , $10.51 billion ,"Michael G. O'Grady, Chairman and CEO","20,000",,,www.northerntrust.com
